T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout length (ns),Readout assignment error
1.0,-0.08224961865525378,0.22523583842077508,-0.20312950376533304,-0.012761644634816655,-0.1245916167956651
-0.08224961865525378,1.0,-0.31667761601562283,0.20572036508217004,-0.0006087450797591553,-0.0664360874833286
0.22523583842077508,-0.31667761601562283,1.0,-0.17644359309734473,-0.0530889021903351,0.011584930785179973
-0.20312950376533304,0.20572036508217004,-0.17644359309734473,1.0,0.00767706797352611,0.10349208598544453
-0.012761644634816655,-0.0006087450797591553,-0.0530889021903351,0.00767706797352611,1.0,-0.008876772724541005
-0.1245916167956651,-0.0664360874833286,0.011584930785179973,0.10349208598544453,-0.008876772724541005,1.0
